name,pose,truncated,difficult,xmin,ymin,xmax,ymax,Image
patches,Unspecified,1,0,58,1,130,38,patches_133
patches,Unspecified,0,0,103,35,136,94,patches_133
patches,Unspecified,0,0,64,172,131,199,patches_133
scratches,Unspecified,1,0,74,1,95,159,scratches_173
scratches,Unspecified,0,0,24,3,36,179,scratches_82
scratches,Unspecified,1,0,90,1,105,167,scratches_82
scratches,Unspecified,1,0,140,1,151,176,scratches_82
patches,Unspecified,0,0,42,1,108,78,patches_18
patches,Unspecified,0,0,116,47,183,108,patches_18
patches,Unspecified,0,0,50,116,97,200,patches_18
rolled-in_scale,Unspecified,0,0,149,87,190,156,rolled-in_scale_111
rolled-in_scale,Unspecified,0,0,119,68,170,131,rolled-in_scale_45
rolled-in_scale,Unspecified,0,0,126,144,168,199,rolled-in_scale_45
patches,Unspecified,1,0,1,124,23,153,patches_109
patches,Unspecified,0,0,67,20,130,170,patches_109
patches,Unspecified,1,0,176,116,200,157,patches_109
patches,Unspecified,0,0,90,1,157,198,patches_23
inclusion,Unspecified,0,0,70,26,108,197,inclusion_214
inclusion,Unspecified,0,0,38,140,56,182,inclusion_214
crazing,Unspecified,0,0,20,68,112,111,crazing_11
crazing,Unspecified,0,0,85,12,193,70,crazing_11
crazing,Unspecified,0,0,62,134,142,184,crazing_11
inclusion,Unspecified,1,0,67,1,105,86,inclusion_186
inclusion,Unspecified,0,0,97,130,117,199,inclusion_186
rolled-in_scale,Unspecified,0,0,62,134,151,186,rolled-in_scale_97
rolled-in_scale,Unspecified,0,0,81,12,140,103,rolled-in_scale_97
scratches,Unspecified,1,0,1,68,179,85,scratches_234
scratches,Unspecified,0,0,15,137,198,158,scratches_234
scratches,Unspecified,1,0,46,1,67,199,scratches_158
scratches,Unspecified,1,0,87,70,104,200,scratches_158
scratches,Unspecified,1,0,118,1,135,160,scratches_158
rolled-in_scale,Unspecified,0,0,17,73,83,198,rolled-in_scale_233
rolled-in_scale,Unspecified,0,1,20,27,83,53,rolled-in_scale_233
inclusion,Unspecified,0,1,14,118,34,182,inclusion_248
inclusion,Unspecified,1,0,129,1,157,196,inclusion_248
pitted_surface,Unspecified,0,0,1,1,196,195,pitted_surface_184
scratches,Unspecified,1,0,32,1,76,199,scratches_54
inclusion,Unspecified,1,0,75,1,108,129,inclusion_73
inclusion,Unspecified,0,0,127,109,157,180,inclusion_73
patches,Unspecified,0,0,63,74,152,199,patches_70
pitted_surface,Unspecified,0,0,93,5,194,191,pitted_surface_230
pitted_surface,Unspecified,0,0,5,50,156,192,pitted_surface_230
inclusion,Unspecified,1,0,90,1,125,198,inclusion_250
scratches,Unspecified,1,0,121,1,139,134,scratches_193
crazing,Unspecified,1,0,74,93,200,171,crazing_36
crazing,Unspecified,0,0,60,20,194,69,crazing_10
crazing,Unspecified,0,0,9,84,197,198,crazing_10
pitted_surface,Unspecified,0,0,6,18,171,196,pitted_surface_111
pitted_surface,Unspecified,0,0,53,8,177,89,pitted_surface_111
crazing,Unspecified,1,0,5,1,198,70,crazing_236
crazing,Unspecified,1,0,1,65,101,136,crazing_236
crazing,Unspecified,1,0,107,32,200,126,crazing_236
crazing,Unspecified,1,0,76,111,200,181,crazing_236
scratches,Unspecified,1,0,1,7,199,69,scratches_294
scratches,Unspecified,0,0,2,80,128,120,scratches_294
scratches,Unspecified,1,0,1,108,194,123,scratches_294
inclusion,Unspecified,1,0,1,1,44,199,inclusion_168
inclusion,Unspecified,0,0,26,55,64,122,inclusion_168
inclusion,Unspecified,0,0,10,9,40,47,inclusion_168
rolled-in_scale,Unspecified,0,0,41,82,153,198,rolled-in_scale_299
rolled-in_scale,Unspecified,1,0,46,1,107,37,rolled-in_scale_299
inclusion,Unspecified,0,0,121,20,145,131,inclusion_193
inclusion,Unspecified,0,0,161,34,190,151,inclusion_193
inclusion,Unspecified,1,0,147,1,164,30,inclusion_193
scratches,Unspecified,1,0,70,1,102,156,scratches_57
patches,Unspecified,0,0,37,1,102,131,patches_186
patches,Unspecified,0,0,122,56,200,159,patches_186
patches,Unspecified,0,0,57,140,119,198,patches_186
patches,Unspecified,0,0,57,127,122,200,patches_203
patches,Unspecified,0,0,29,1,122,119,patches_203
inclusion,Unspecified,1,0,1,3,44,197,inclusion_262
inclusion,Unspecified,0,0,118,12,151,199,inclusion_262
inclusion,Unspecified,0,0,26,107,56,162,inclusion_262
scratches,Unspecified,1,0,115,1,131,196,scratches_208
rolled-in_scale,Unspecified,1,0,45,13,200,46,rolled-in_scale_186
rolled-in_scale,Unspecified,0,0,23,85,181,190,rolled-in_scale_186
rolled-in_scale,Unspecified,1,1,1,118,76,160,rolled-in_scale_186
crazing,Unspecified,0,0,54,91,178,169,crazing_186
crazing,Unspecified,1,0,1,4,103,177,crazing_186
crazing,Unspecified,0,0,41,15,184,94,crazing_186
patches,Unspecified,0,0,78,2,117,127,patches_59
patches,Unspecified,1,0,69,142,123,200,patches_59
crazing,Unspecified,0,0,78,121,194,167,crazing_123
crazing,Unspecified,1,0,133,1,200,146,crazing_57
crazing,Unspecified,1,0,1,35,114,111,crazing_57
pitted_surface,Unspecified,1,0,95,1,200,198,pitted_surface_256
pitted_surface,Unspecified,1,0,2,1,99,198,pitted_surface_256
crazing,Unspecified,0,0,71,21,140,114,crazing_13
crazing,Unspecified,1,0,1,126,89,176,crazing_13
crazing,Unspecified,0,0,124,117,199,173,crazing_13
scratches,Unspecified,1,0,17,1,56,198,scratches_24
rolled-in_scale,Unspecified,0,0,106,71,197,168,rolled-in_scale_128
crazing,Unspecified,1,0,1,88,88,144,crazing_136
crazing,Unspecified,0,0,126,111,191,184,crazing_136
crazing,Unspecified,1,0,1,57,192,122,crazing_244
crazing,Unspecified,0,0,36,6,195,89,crazing_244
crazing,Unspecified,0,0,8,127,198,192,crazing_244
rolled-in_scale,Unspecified,0,0,122,21,153,49,rolled-in_scale_102
rolled-in_scale,Unspecified,0,0,66,65,132,98,rolled-in_scale_102
rolled-in_scale,Unspecified,0,0,96,114,169,149,rolled-in_scale_102
rolled-in_scale,Unspecified,0,0,84,151,178,199,rolled-in_scale_102
inclusion,Unspecified,0,0,119,57,156,160,inclusion_96
inclusion,Unspecified,0,0,30,58,55,109,inclusion_96
inclusion,Unspecified,0,0,32,144,60,199,inclusion_96
inclusion,Unspecified,0,0,145,94,178,176,inclusion_57
inclusion,Unspecified,0,0,99,104,123,168,inclusion_57
inclusion,Unspecified,0,0,151,18,168,49,inclusion_57
patches,Unspecified,0,0,57,47,143,198,patches_208
patches,Unspecified,0,0,17,128,64,171,patches_208
patches,Unspecified,0,0,44,12,98,66,patches_85
patches,Unspecified,1,0,107,1,156,79,patches_85
scratches,Unspecified,1,0,54,1,86,199,scratches_182
crazing,Unspecified,0,0,26,144,83,198,crazing_205
inclusion,Unspecified,0,0,96,45,124,142,inclusion_108
inclusion,Unspecified,1,0,143,1,177,198,inclusion_108
inclusion,Unspecified,0,0,163,108,190,160,inclusion_129
inclusion,Unspecified,0,0,23,143,41,199,inclusion_129
inclusion,Unspecified,1,0,44,1,92,118,inclusion_129
inclusion,Unspecified,0,0,80,96,99,128,inclusion_129
inclusion,Unspecified,0,0,77,94,130,179,inclusion_235
inclusion,Unspecified,0,0,91,20,121,114,inclusion_282
inclusion,Unspecified,0,0,91,96,110,181,inclusion_282
patches,Unspecified,1,0,1,1,60,156,patches_155
patches,Unspecified,1,0,62,1,116,25,patches_155
patches,Unspecified,1,0,134,1,193,99,patches_155
patches,Unspecified,1,0,131,136,177,200,patches_155
inclusion,Unspecified,0,0,75,42,130,120,patches_155
inclusion,Unspecified,0,0,154,108,182,143,patches_155
scratches,Unspecified,0,0,153,87,167,176,scratches_17
inclusion,Unspecified,1,0,64,1,100,198,inclusion_20
inclusion,Unspecified,1,0,123,1,149,160,inclusion_20
inclusion,Unspecified,0,0,162,48,198,198,inclusion_20
inclusion,Unspecified,1,0,124,157,142,200,inclusion_20
crazing,Unspecified,1,0,1,24,90,99,crazing_154
crazing,Unspecified,0,0,97,45,172,117,crazing_154
crazing,Unspecified,0,0,98,128,182,173,crazing_154
patches,Unspecified,0,0,64,69,116,178,patches_13
patches,Unspecified,1,0,1,32,53,144,patches_81
patches,Unspecified,1,0,1,1,43,38,patches_81
patches,Unspecified,1,0,134,1,182,51,patches_81
patches,Unspecified,0,0,21,151,58,195,patches_81
patches,Unspecified,1,0,152,133,195,200,patches_81
inclusion,Unspecified,0,0,74,115,96,161,inclusion_147
inclusion,Unspecified,0,0,148,3,194,184,inclusion_147
inclusion,Unspecified,1,0,141,1,161,84,inclusion_147
scratches,Unspecified,1,0,1,141,119,160,scratches_267
scratches,Unspecified,0,0,113,181,198,196,scratches_267
patches,Unspecified,0,0,61,2,106,58,patches_50
patches,Unspecified,0,0,80,125,119,178,patches_50
crazing,Unspecified,0,0,3,134,189,198,crazing_58
crazing,Unspecified,1,0,1,34,196,126,crazing_58
patches,Unspecified,0,0,26,102,99,168,patches_84
patches,Unspecified,0,0,113,72,169,189,patches_84
patches,Unspecified,1,0,114,1,159,80,patches_84
patches,Unspecified,1,0,1,115,62,197,patches_265
patches,Unspecified,0,0,127,6,188,95,patches_265
patches,Unspecified,0,0,18,43,52,82,patches_265
inclusion,Unspecified,0,0,135,167,174,198,patches_265
scratches,Unspecified,0,0,44,2,68,199,scratches_213
scratches,Unspecified,1,0,127,1,154,200,scratches_213
patches,Unspecified,0,0,23,154,45,176,patches_131
patches,Unspecified,0,0,57,73,82,105,patches_131
patches,Unspecified,1,0,67,120,144,200,patches_131
rolled-in_scale,Unspecified,0,0,6,80,138,199,rolled-in_scale_245
rolled-in_scale,Unspecified,0,0,32,31,152,106,rolled-in_scale_245
scratches,Unspecified,0,0,69,13,85,197,scratches_199
scratches,Unspecified,1,0,142,1,159,154,scratches_199
pitted_surface,Unspecified,1,0,7,1,200,200,pitted_surface_84
pitted_surface,Unspecified,0,0,1,19,56,197,pitted_surface_178
pitted_surface,Unspecified,0,0,66,29,157,180,pitted_surface_178
inclusion,Unspecified,0,0,77,63,106,195,inclusion_172
inclusion,Unspecified,0,0,82,13,103,62,inclusion_172
inclusion,Unspecified,1,0,98,1,136,198,inclusion_119
inclusion,Unspecified,1,0,74,1,93,46,inclusion_119
inclusion,Unspecified,0,0,160,16,194,175,inclusion_119
inclusion,Unspecified,0,0,22,16,36,44,inclusion_3
inclusion,Unspecified,0,0,18,93,42,186,inclusion_3
inclusion,Unspecified,0,0,19,53,45,95,inclusion_3
rolled-in_scale,Unspecified,0,0,69,5,177,69,rolled-in_scale_132
crazing,Unspecified,0,0,58,12,130,149,crazing_162
patches,Unspecified,0,0,68,47,107,97,patches_39
patches,Unspecified,0,0,70,88,128,186,patches_43
patches,Unspecified,0,0,61,32,113,93,patches_43
patches,Unspecified,0,0,88,72,146,171,patches_270
patches,Unspecified,1,0,88,1,145,34,patches_270
scratches,Unspecified,1,0,1,166,181,194,scratches_265
scratches,Unspecified,1,0,2,120,200,151,scratches_265
scratches,Unspecified,1,0,34,1,67,198,scratches_50
patches,Unspecified,0,0,31,67,105,96,patches_56
patches,Unspecified,0,0,34,101,66,129,patches_56
patches,Unspecified,0,0,117,99,142,124,patches_56
patches,Unspecified,1,0,160,82,200,144,patches_56
rolled-in_scale,Unspecified,0,0,108,155,199,198,rolled-in_scale_192
rolled-in_scale,Unspecified,0,0,25,14,98,140,rolled-in_scale_192
rolled-in_scale,Unspecified,0,0,62,31,157,129,rolled-in_scale_192
patches,Unspecified,1,0,27,4,92,200,patches_116
patches,Unspecified,1,0,114,62,196,200,patches_116
patches,Unspecified,1,0,163,1,194,29,patches_116
patches,Unspecified,0,0,10,72,64,193,patches_92
patches,Unspecified,0,0,98,30,171,125,patches_92
patches,Unspecified,1,0,111,134,155,200,patches_92
patches,Unspecified,1,0,1,1,23,66,patches_92
patches,Unspecified,1,0,29,1,70,19,patches_92
patches,Unspecified,1,0,112,1,153,18,patches_92
pitted_surface,Unspecified,1,0,118,8,193,200,pitted_surface_232
inclusion,Unspecified,0,0,93,94,108,130,inclusion_228
inclusion,Unspecified,1,0,27,1,54,167,inclusion_46
inclusion,Unspecified,0,0,59,9,97,196,inclusion_46
scratches,Unspecified,0,0,148,165,176,199,scratches_3
scratches,Unspecified,0,0,167,40,179,121,scratches_3
patches,Unspecified,0,0,14,9,78,199,patches_268
patches,Unspecified,0,0,122,124,180,167,patches_268
patches,Unspecified,0,0,144,16,181,58,patches_268
inclusion,Unspecified,1,0,46,1,85,197,inclusion_199
inclusion,Unspecified,1,0,26,1,46,51,inclusion_199
crazing,Unspecified,0,0,22,29,188,135,crazing_262
crazing,Unspecified,0,0,57,138,186,197,crazing_262
crazing,Unspecified,1,0,1,89,62,151,crazing_262
pitted_surface,Unspecified,0,0,56,1,185,198,pitted_surface_91
pitted_surface,Unspecified,1,0,2,1,196,197,pitted_surface_48
crazing,Unspecified,0,0,11,50,162,175,crazing_209
crazing,Unspecified,0,0,3,3,148,56,crazing_209
scratches,Unspecified,0,0,67,12,94,156,scratches_131
scratches,Unspecified,0,0,140,6,155,198,scratches_131
inclusion,Unspecified,0,0,98,34,129,107,scratches_131
inclusion,Unspecified,1,0,171,34,200,200,scratches_131
rolled-in_scale,Unspecified,0,0,32,40,93,172,rolled-in_scale_135
rolled-in_scale,Unspecified,0,1,105,65,167,99,rolled-in_scale_135
pitted_surface,Unspecified,0,0,1,1,127,200,pitted_surface_80
pitted_surface,Unspecified,0,0,128,1,200,200,pitted_surface_80
pitted_surface,Unspecified,0,0,6,1,76,186,pitted_surface_59
pitted_surface,Unspecified,0,0,72,1,200,199,pitted_surface_59
pitted_surface,Unspecified,0,0,1,1,199,199,pitted_surface_8
inclusion,Unspecified,0,0,130,14,162,188,inclusion_295
inclusion,Unspecified,1,0,148,125,170,200,inclusion_295
rolled-in_scale,Unspecified,1,0,1,62,103,162,rolled-in_scale_105
rolled-in_scale,Unspecified,0,0,27,21,102,56,rolled-in_scale_105
crazing,Unspecified,1,0,63,1,178,81,crazing_245
crazing,Unspecified,1,0,82,121,200,164,crazing_245
rolled-in_scale,Unspecified,0,0,81,128,151,191,rolled-in_scale_31
patches,Unspecified,0,0,61,62,122,151,patches_238
patches,Unspecified,1,0,51,1,124,52,patches_238
scratches,Unspecified,1,0,74,33,100,200,scratches_227
inclusion,Unspecified,0,0,92,40,125,113,inclusion_72
patches,Unspecified,1,0,2,1,49,66,patches_217
patches,Unspecified,1,0,1,167,32,200,patches_217
patches,Unspecified,1,0,1,95,46,169,patches_217
patches,Unspecified,0,0,70,88,163,198,patches_217
patches,Unspecified,1,0,107,1,196,104,patches_217
patches,Unspecified,1,0,55,1,103,33,patches_217
rolled-in_scale,Unspecified,0,0,32,13,82,99,rolled-in_scale_37
rolled-in_scale,Unspecified,0,0,46,164,119,199,rolled-in_scale_37
rolled-in_scale,Unspecified,0,0,37,74,94,132,rolled-in_scale_37
rolled-in_scale,Unspecified,0,0,55,21,106,61,rolled-in_scale_37
inclusion,Unspecified,0,0,34,40,48,76,inclusion_127
inclusion,Unspecified,0,0,68,90,117,199,inclusion_127
inclusion,Unspecified,0,0,100,85,120,125,inclusion_127
crazing,Unspecified,0,0,18,124,187,192,crazing_228
crazing,Unspecified,0,0,3,59,161,120,crazing_228
crazing,Unspecified,0,0,56,22,199,102,crazing_228
pitted_surface,Unspecified,0,0,1,1,200,198,pitted_surface_64
scratches,Unspecified,1,0,93,1,120,199,scratches_178
patches,Unspecified,0,0,47,47,128,149,patches_79
patches,Unspecified,0,0,102,157,133,196,patches_79
patches,Unspecified,1,0,83,1,121,45,patches_79
crazing,Unspecified,1,0,1,140,185,199,crazing_212
crazing,Unspecified,0,0,10,15,172,109,crazing_212
inclusion,Unspecified,0,0,54,5,92,196,inclusion_29
inclusion,Unspecified,0,0,102,27,142,197,inclusion_29
inclusion,Unspecified,0,0,171,101,193,164,inclusion_29
inclusion,Unspecified,0,0,172,7,190,42,inclusion_29
inclusion,Unspecified,0,0,125,16,145,87,inclusion_29
pitted_surface,Unspecified,0,0,6,2,150,74,pitted_surface_190
pitted_surface,Unspecified,0,0,82,2,197,183,pitted_surface_190
inclusion,Unspecified,0,0,43,43,78,163,inclusion_212
inclusion,Unspecified,0,0,162,85,185,126,inclusion_212
rolled-in_scale,Unspecified,1,0,129,81,187,200,rolled-in_scale_112
crazing,Unspecified,0,0,37,28,167,109,crazing_111
crazing,Unspecified,0,0,119,12,199,126,crazing_111
pitted_surface,Unspecified,0,0,24,1,83,175,pitted_surface_2
pitted_surface,Unspecified,0,0,86,1,200,199,pitted_surface_2
pitted_surface,Unspecified,0,0,1,1,197,200,pitted_surface_51
scratches,Unspecified,0,0,21,25,199,54,scratches_62
inclusion,Unspecified,1,0,155,1,184,130,inclusion_173
inclusion,Unspecified,0,0,155,143,177,180,inclusion_173
crazing,Unspecified,0,0,27,115,145,185,crazing_140
crazing,Unspecified,0,0,146,3,194,164,crazing_140
pitted_surface,Unspecified,0,0,5,56,195,194,pitted_surface_10
pitted_surface,Unspecified,0,0,4,9,197,199,pitted_surface_250
crazing,Unspecified,0,0,92,17,198,94,crazing_22
crazing,Unspecified,1,0,95,104,200,182,crazing_22
rolled-in_scale,Unspecified,0,0,63,38,139,99,rolled-in_scale_1
rolled-in_scale,Unspecified,0,0,72,111,134,169,rolled-in_scale_1
scratches,Unspecified,0,0,107,30,124,150,scratches_33
inclusion,Unspecified,0,0,38,47,52,80,scratches_33
inclusion,Unspecified,1,0,17,1,64,199,inclusion_38
inclusion,Unspecified,0,0,71,77,92,147,inclusion_38
inclusion,Unspecified,0,0,143,2,181,197,inclusion_38
inclusion,Unspecified,0,0,105,75,120,105,inclusion_38
pitted_surface,Unspecified,1,0,1,1,197,140,pitted_surface_45
inclusion,Unspecified,0,0,9,56,147,83,inclusion_7
inclusion,Unspecified,0,0,151,61,183,75,inclusion_7
pitted_surface,Unspecified,0,0,53,3,196,197,pitted_surface_270
scratches,Unspecified,0,0,4,131,199,153,scratches_254
pitted_surface,Unspecified,0,0,13,3,198,172,pitted_surface_262
inclusion,Unspecified,0,0,56,54,94,167,inclusion_195
pitted_surface,Unspecified,0,0,1,1,199,200,pitted_surface_77
inclusion,Unspecified,0,0,120,58,154,180,inclusion_92
inclusion,Unspecified,0,0,148,45,170,84,inclusion_92
inclusion,Unspecified,0,0,29,32,61,77,inclusion_92
inclusion,Unspecified,1,0,79,1,96,37,inclusion_92
pitted_surface,Unspecified,1,0,4,1,200,182,pitted_surface_173
patches,Unspecified,0,0,98,176,147,199,pitted_surface_173
patches,Unspecified,1,0,152,155,196,200,pitted_surface_173
rolled-in_scale,Unspecified,0,0,71,61,110,110,rolled-in_scale_126
rolled-in_scale,Unspecified,1,0,72,126,117,200,rolled-in_scale_126
rolled-in_scale,Unspecified,1,0,143,146,199,200,rolled-in_scale_126
rolled-in_scale,Unspecified,1,0,85,1,122,40,rolled-in_scale_126
rolled-in_scale,Unspecified,0,0,37,92,109,197,rolled-in_scale_43
rolled-in_scale,Unspecified,0,0,20,7,94,40,rolled-in_scale_43
rolled-in_scale,Unspecified,0,0,23,14,88,96,rolled-in_scale_43
scratches,Unspecified,1,0,123,1,143,198,scratches_127
inclusion,Unspecified,1,0,165,1,200,200,scratches_127
pitted_surface,Unspecified,0,0,1,1,200,198,pitted_surface_136
scratches,Unspecified,1,0,28,1,55,199,scratches_41
pitted_surface,Unspecified,0,0,78,1,200,200,pitted_surface_163
pitted_surface,Unspecified,0,0,12,4,74,199,pitted_surface_163
pitted_surface,Unspecified,0,0,1,1,51,184,pitted_surface_3
pitted_surface,Unspecified,0,0,48,2,198,198,pitted_surface_3
pitted_surface,Unspecified,1,0,1,1,56,198,pitted_surface_87
pitted_surface,Unspecified,1,0,63,1,193,135,pitted_surface_87
scratches,Unspecified,1,0,129,1,160,199,scratches_180
patches,Unspecified,1,0,3,1,86,178,patches_124
patches,Unspecified,0,0,96,28,194,167,patches_124
inclusion,Unspecified,1,0,117,1,157,149,inclusion_256
inclusion,Unspecified,0,0,121,98,144,198,inclusion_256
crazing,Unspecified,1,0,1,9,181,38,crazing_286
crazing,Unspecified,0,0,17,120,195,154,crazing_286
crazing,Unspecified,0,0,6,54,125,111,crazing_286
crazing,Unspecified,0,0,46,9,116,123,crazing_219
pitted_surface,Unspecified,0,0,75,15,196,187,pitted_surface_266
pitted_surface,Unspecified,1,0,1,1,44,74,pitted_surface_266
pitted_surface,Unspecified,1,0,1,69,48,177,pitted_surface_266
patches,Unspecified,1,0,10,1,73,68,patches_248
patches,Unspecified,1,0,17,104,75,200,patches_248
patches,Unspecified,1,0,159,1,198,36,patches_248
patches,Unspecified,0,0,121,26,179,73,patches_248
patches,Unspecified,0,0,141,79,179,121,patches_248
inclusion,Unspecified,0,0,131,56,154,94,inclusion_298
inclusion,Unspecified,0,0,157,157,173,192,inclusion_298
inclusion,Unspecified,0,0,156,24,173,61,inclusion_298
inclusion,Unspecified,0,0,158,61,180,110,inclusion_298
inclusion,Unspecified,0,0,158,109,172,151,inclusion_298
patches,Unspecified,0,0,6,18,90,91,patches_118
patches,Unspecified,1,0,129,10,198,200,patches_118
patches,Unspecified,0,0,87,68,172,199,patches_118
scratches,Unspecified,1,0,14,1,28,199,scratches_143
scratches,Unspecified,1,0,33,1,60,199,scratches_143
inclusion,Unspecified,0,1,123,152,135,180,scratches_143
patches,Unspecified,1,0,6,1,88,79,patches_256
patches,Unspecified,0,0,119,54,171,125,patches_256
rolled-in_scale,Unspecified,0,0,96,32,149,164,rolled-in_scale_221
pitted_surface,Unspecified,0,0,13,1,104,133,pitted_surface_69
pitted_surface,Unspecified,0,0,137,1,200,200,pitted_surface_69
crazing,Unspecified,0,0,25,27,183,163,crazing_77
pitted_surface,Unspecified,1,0,1,1,196,149,pitted_surface_264
pitted_surface,Unspecified,1,0,1,11,164,198,pitted_surface_161
patches,Unspecified,1,0,92,1,197,197,pitted_surface_161
inclusion,Unspecified,1,0,9,1,51,180,inclusion_56
inclusion,Unspecified,1,0,51,1,79,198,inclusion_56
pitted_surface,Unspecified,1,0,55,86,199,200,pitted_surface_182
pitted_surface,Unspecified,1,0,23,1,180,95,pitted_surface_182
crazing,Unspecified,0,0,12,39,154,144,crazing_117
crazing,Unspecified,0,0,66,138,169,189,crazing_117
patches,Unspecified,1,0,8,1,64,122,patches_108
patches,Unspecified,1,0,75,1,177,111,patches_108
patches,Unspecified,0,0,145,117,190,187,patches_108
crazing,Unspecified,1,0,1,21,153,76,crazing_131
crazing,Unspecified,0,0,18,130,122,186,crazing_131
crazing,Unspecified,0,0,131,17,194,106,crazing_131
rolled-in_scale,Unspecified,0,0,98,22,148,113,rolled-in_scale_14
rolled-in_scale,Unspecified,0,0,40,132,138,199,rolled-in_scale_4
rolled-in_scale,Unspecified,1,0,81,1,125,92,rolled-in_scale_4
crazing,Unspecified,0,0,11,15,178,85,crazing_42
patches,Unspecified,1,0,89,1,137,59,patches_179
patches,Unspecified,0,0,14,101,132,193,patches_179
inclusion,Unspecified,0,0,50,165,82,192,patches_179
inclusion,Unspecified,0,0,57,23,92,53,patches_179
inclusion,Unspecified,0,0,143,41,168,116,inclusion_63
inclusion,Unspecified,0,0,147,108,164,179,inclusion_63
inclusion,Unspecified,1,0,60,1,93,159,inclusion_61
inclusion,Unspecified,0,0,84,37,119,199,inclusion_61
rolled-in_scale,Unspecified,0,0,116,38,184,194,rolled-in_scale_189
rolled-in_scale,Unspecified,0,0,49,37,105,149,rolled-in_scale_189
inclusion,Unspecified,0,0,171,63,188,113,inclusion_233
inclusion,Unspecified,0,1,14,64,32,106,inclusion_233
inclusion,Unspecified,0,1,16,121,33,155,inclusion_233
inclusion,Unspecified,0,0,43,68,75,128,inclusion_233
inclusion,Unspecified,0,0,67,14,81,56,inclusion_233
inclusion,Unspecified,0,1,33,23,49,76,inclusion_233
patches,Unspecified,0,0,10,148,57,200,patches_22
patches,Unspecified,0,0,109,1,179,200,patches_22
crazing,Unspecified,0,0,12,71,136,194,crazing_64
crazing,Unspecified,1,0,3,19,200,88,crazing_64
crazing,Unspecified,1,0,1,121,123,198,crazing_53
crazing,Unspecified,1,0,1,33,112,116,crazing_53
rolled-in_scale,Unspecified,0,0,12,45,121,180,rolled-in_scale_262
scratches,Unspecified,1,0,113,1,127,198,scratches_197
scratches,Unspecified,1,0,33,1,45,198,scratches_197
pitted_surface,Unspecified,1,0,1,1,93,198,pitted_surface_166
pitted_surface,Unspecified,0,0,114,36,199,161,pitted_surface_166
patches,Unspecified,1,0,96,1,123,127,pitted_surface_166
scratches,Unspecified,0,0,31,30,42,66,scratches_16
scratches,Unspecified,0,0,25,126,41,199,scratches_16
crazing,Unspecified,0,0,72,114,173,171,crazing_121
crazing,Unspecified,0,0,23,21,156,72,crazing_121
rolled-in_scale,Unspecified,0,0,72,10,115,141,rolled-in_scale_124
rolled-in_scale,Unspecified,0,0,160,161,195,189,rolled-in_scale_124
crazing,Unspecified,1,0,99,120,200,174,crazing_2
crazing,Unspecified,1,0,8,16,200,111,crazing_2
inclusion,Unspecified,1,0,110,1,165,198,inclusion_101
pitted_surface,Unspecified,0,0,1,1,200,200,pitted_surface_99
pitted_surface,Unspecified,0,0,1,1,200,200,pitted_surface_88
crazing,Unspecified,1,0,1,40,197,148,crazing_28
crazing,Unspecified,1,0,104,1,200,33,crazing_28
patches,Unspecified,0,0,17,9,93,149,patches_169
patches,Unspecified,0,0,100,33,158,199,patches_169
crazing,Unspecified,0,0,2,143,100,178,crazing_142
crazing,Unspecified,0,0,121,109,185,164,crazing_142
crazing,Unspecified,0,0,2,83,84,135,crazing_142
pitted_surface,Unspecified,0,0,11,16,150,199,pitted_surface_228
pitted_surface,Unspecified,0,0,138,20,199,199,pitted_surface_228
pitted_surface,Unspecified,1,0,5,3,172,200,pitted_surface_222
rolled-in_scale,Unspecified,0,0,90,67,150,136,rolled-in_scale_28
inclusion,Unspecified,0,0,90,31,133,171,inclusion_210
patches,Unspecified,1,0,14,1,54,29,patches_122
patches,Unspecified,0,0,68,30,106,63,patches_122
patches,Unspecified,0,0,112,3,158,72,patches_122
patches,Unspecified,0,0,72,75,156,176,patches_122
patches,Unspecified,0,0,44,73,106,197,patches_165
patches,Unspecified,1,0,183,14,200,92,patches_165
patches,Unspecified,1,0,1,155,22,200,patches_165
patches,Unspecified,1,0,165,155,199,200,patches_165
rolled-in_scale,Unspecified,0,0,79,36,140,193,rolled-in_scale_206
scratches,Unspecified,0,0,14,10,29,183,scratches_164
scratches,Unspecified,1,0,88,1,127,197,scratches_164
scratches,Unspecified,1,0,140,1,161,196,scratches_164
pitted_surface,Unspecified,0,0,1,1,200,199,pitted_surface_97
scratches,Unspecified,1,0,33,1,52,198,scratches_67
scratches,Unspecified,0,0,57,23,71,198,scratches_67
patches,Unspecified,0,0,120,126,192,187,patches_240
scratches,Unspecified,0,1,15,142,111,158,scratches_247
scratches,Unspecified,0,0,117,37,133,169,scratches_247
inclusion,Unspecified,1,0,38,1,109,198,inclusion_98
rolled-in_scale,Unspecified,0,0,29,145,196,194,rolled-in_scale_57
rolled-in_scale,Unspecified,0,0,46,42,83,126,rolled-in_scale_57
patches,Unspecified,0,0,3,76,79,192,patches_236
patches,Unspecified,0,0,124,79,192,195,patches_236
patches,Unspecified,1,0,132,1,190,86,patches_236
inclusion,Unspecified,0,0,84,18,114,65,inclusion_26
inclusion,Unspecified,0,0,8,54,23,92,inclusion_26
inclusion,Unspecified,0,0,80,98,97,143,inclusion_26
inclusion,Unspecified,0,0,24,147,40,199,inclusion_26
rolled-in_scale,Unspecified,0,0,82,77,155,198,rolled-in_scale_42
rolled-in_scale,Unspecified,0,0,71,8,138,36,rolled-in_scale_42
patches,Unspecified,0,0,67,103,134,139,patches_64
